Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases
11,0.6730769230769232,Male,Shoes,Footwear,0.17500000000000004,Arkansas,L,Purple,Fall,0.6399999999999999,Yes,Credit Card,Store Pickup,Yes,Yes,0.510204081632653,Bank Transfer,Bi-Weekly
12,0.23076923076923084,Male,Shorts,Clothing,0.6000000000000001,Hawaii,S,Olive,Winter,0.9600000000000002,Yes,PayPal,Store Pickup,Yes,Yes,0.18367346938775508,Bank Transfer,Fortnightly
13,0.826923076923077,Male,Coat,Outerwear,0.65,Delaware,M,Gold,Winter,0.8,Yes,PayPal,Express,Yes,Yes,0.7346938775510203,Venmo,Fortnightly
14,0.9038461538461539,Male,Dress,Clothing,0.38750000000000007,New Hampshire,M,Violet,Spring,0.8800000000000001,Yes,Debit Card,Express,Yes,Yes,0.6122448979591836,PayPal,Weekly
15,0.8846153846153847,Male,Coat,Outerwear,0.4125000000000001,New York,L,Teal,Winter,0.8800000000000001,Yes,PayPal,Free Shipping,Yes,Yes,0.673469387755102,Debit Card,Weekly
16,0.8846153846153847,Male,Skirt,Clothing,0.7625,Rhode Island,M,Teal,Winter,0.11999999999999988,Yes,Credit Card,Store Pickup,Yes,Yes,0.14285714285714285,PayPal,Monthly
17,0.13461538461538464,Male,Sunglasses,Accessories,0.2,Alabama,S,Gray,Spring,0.6399999999999999,Yes,Venmo,Next Day Air,Yes,Yes,0.8775510204081631,Debit Card,Bi-Weekly
18,0.6730769230769232,Male,Dress,Clothing,0.22500000000000003,Mississippi,XL,Lavender,Winter,0.8800000000000001,Yes,Debit Card,2-Day Shipping,Yes,Yes,0.7142857142857142,Venmo,Quarterly
19,0.6538461538461539,Male,Sweater,Clothing,0.3500000000000001,Montana,S,Black,Summer,0.8399999999999999,Yes,Bank Transfer,Free Shipping,Yes,Yes,0.32653061224489793,Cash,Weekly
20,0.9230769230769232,Male,Pants,Clothing,0.875,Rhode Island,M,Green,Summer,0.32000000000000006,Yes,Venmo,Standard,Yes,Yes,0.9183673469387754,Debit Card,Bi-Weekly
21,0.05769230769230771,Male,Pants,Clothing,0.38750000000000007,Louisiana,M,Black,Winter,0.11999999999999988,Yes,Credit Card,Express,Yes,Yes,1.0,Cash,Every 3 Months
22,0.25,Male,Pants,Clothing,0.525,North Carolina,M,Charcoal,Winter,0.6399999999999999,Yes,Credit Card,Store Pickup,Yes,Yes,0.4285714285714285,Debit Card,Quarterly
23,0.730769230769231,Male,Pants,Clothing,0.21250000000000002,California,M,Peach,Summer,0.28000000000000025,Yes,Cash,Store Pickup,Yes,Yes,0.6326530612244897,Debit Card,Annually
24,0.25,Male,Pants,Clothing,0.8500000000000001,Oklahoma,XL,White,Winter,0.7600000000000002,Yes,Credit Card,Express,Yes,Yes,0.7959183673469387,Credit Card,Weekly
25,0.0,Male,Jacket,Outerwear,0.025000000000000022,Florida,M,Green,Fall,0.15999999999999992,Yes,Cash,Store Pickup,Yes,Yes,0.3061224489795918,Debit Card,Weekly
26,0.0,Male,Hoodie,Clothing,0.0625,Texas,M,Silver,Summer,0.44000000000000017,Yes,Bank Transfer,Express,Yes,Yes,0.26530612244897955,PayPal,Annually
27,0.3846153846153847,Male,Jewelry,Accessories,0.0,Nevada,M,Red,Spring,0.44000000000000017,Yes,Cash,Next Day Air,Yes,Yes,0.24489795918367344,Credit Card,Annually
28,0.730769230769231,Male,Shorts,Clothing,0.45000000000000007,Kentucky,L,Cyan,Summer,1.0,Yes,Debit Card,Next Day Air,Yes,Yes,0.12244897959183673,Bank Transfer,Every 3 Months
29,0.6923076923076924,Male,Handbag,Accessories,0.925,North Carolina,M,Gray,Fall,0.7600000000000002,Yes,Debit Card,Free Shipping,Yes,Yes,0.8163265306122448,PayPal,Every 3 Months
30,0.25,Male,Dress,Clothing,0.3500000000000001,Wyoming,S,Black,Fall,0.6399999999999999,Yes,Venmo,Store Pickup,Yes,Yes,0.26530612244897955,Credit Card,Weekly
31,0.7500000000000001,Male,Jewelry,Accessories,0.1375,North Carolina,L,Black,Winter,0.8800000000000001,Yes,Bank Transfer,Standard,Yes,Yes,0.3061224489795918,Credit Card,Monthly
32,0.28846153846153855,Male,Dress,Clothing,0.7375,West Virginia,L,Brown,Winter,0.8800000000000001,Yes,Venmo,Store Pickup,Yes,Yes,0.8979591836734693,Venmo,Monthly
33,0.34615384615384615,Male,Jacket,Outerwear,0.5875,Kansas,M,Silver,Summer,0.9600000000000002,Yes,Bank Transfer,Free Shipping,Yes,Yes,0.7346938775510203,Venmo,Annually
34,0.6923076923076924,Male,Pants,Clothing,0.22500000000000003,Colorado,L,Green,Summer,0.32000000000000006,Yes,Venmo,Store Pickup,Yes,Yes,0.8979591836734693,Cash,Quarterly
35,0.34615384615384615,Male,T-shirt,Clothing,0.8875,North Dakota,L,Violet,Spring,0.8399999999999999,Yes,Debit Card,2-Day Shipping,Yes,Yes,0.7551020408163265,PayPal,Quarterly
36,0.6923076923076924,Male,Blouse,Clothing,0.16250000000000003,Massachusetts,M,Cyan,Summer,0.6000000000000001,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,0.9591836734693877,Credit Card,Bi-Weekly
37,0.326923076923077,Male,T-shirt,Clothing,0.6125,Illinois,M,Maroon,Winter,0.8399999999999999,Yes,Cash,Free Shipping,Yes,Yes,0.8775510204081631,PayPal,Fortnightly
38,0.326923076923077,Male,Jeans,Clothing,0.3125,Indiana,S,Cyan,Summer,0.11999999999999988,Yes,Debit Card,Store Pickup,Yes,Yes,0.18367346938775508,PayPal,Weekly
39,0.21153846153846156,Male,Dress,Clothing,0.21250000000000002,Florida,M,Red,Winter,0.4800000000000002,Yes,Debit Card,2-Day Shipping,Yes,Yes,0.8775510204081631,Venmo,Every 3 Months
40,1.0,Male,Pants,Clothing,0.5,Arizona,S,Turquoise,Summer,0.6800000000000002,Yes,Bank Transfer,Express,Yes,Yes,0.346938775510204,Credit Card,Monthly
41,0.980769230769231,Male,Handbag,Accessories,0.7000000000000001,Louisiana,L,Beige,Winter,0.8399999999999999,Yes,PayPal,Next Day Air,Yes,Yes,0.6122448979591836,Debit Card,Quarterly
42,0.9423076923076924,Male,Scarf,Accessories,0.23750000000000004,Alaska,M,Orange,Spring,0.8,Yes,Cash,Standard,Yes,Yes,0.7959183673469387,Venmo,Annually
43,0.03846153846153849,Male,Coat,Outerwear,1.0,Tennessee,M,Beige,Spring,0.6399999999999999,Yes,Bank Transfer,Free Shipping,Yes,Yes,0.28571428571428564,PayPal,Annually
44,0.13461538461538464,Male,Scarf,Accessories,0.6125,Ohio,L,Lavender,Fall,0.4800000000000002,Yes,PayPal,Store Pickup,Yes,Yes,0.36734693877551017,PayPal,Fortnightly
45,0.40384615384615385,Male,Hat,Accessories,0.4125000000000001,Kentucky,S,Silver,Summer,0.8399999999999999,Yes,Bank Transfer,Free Shipping,Yes,Yes,0.8979591836734693,PayPal,Weekly
46,0.6153846153846154,Male,Socks,Clothing,0.012500000000000011,Tennessee,XL,Indigo,Fall,0.15999999999999992,Yes,Venmo,2-Day Shipping,Yes,Yes,0.4897959183673469,PayPal,Annually
47,0.7500000000000001,Male,Shirt,Clothing,0.2875,California,L,White,Summer,0.15999999999999992,Yes,Venmo,Store Pickup,Yes,Yes,0.8979591836734693,Cash,Quarterly
48,0.7115384615384616,Male,Jewelry,Accessories,0.42500000000000004,Montana,M,Charcoal,Winter,0.8,Yes,Debit Card,Free Shipping,Yes,Yes,0.7142857142857142,Cash,Weekly
49,0.46153846153846156,Male,Shirt,Clothing,0.4375,Nevada,M,Orange,Summer,0.08000000000000007,Yes,Debit Card,Store Pickup,Yes,Yes,0.7551020408163265,Cash,Monthly
50,0.9615384615384616,Male,Hoodie,Clothing,0.125,New Jersey,S,Indigo,Spring,0.8399999999999999,Yes,Bank Transfer,Next Day Air,Yes,Yes,0.673469387755102,Debit Card,Bi-Weekly
51,0.5961538461538463,Male,Blouse,Clothing,0.10000000000000003,Maryland,M,Red,Spring,0.4800000000000002,Yes,Cash,Store Pickup,Yes,Yes,0.7755102040816325,Debit Card,Bi-Weekly
52,0.7884615384615384,Male,Skirt,Clothing,0.48750000000000004,Vermont,XL,Gray,Winter,0.8800000000000001,Yes,PayPal,2-Day Shipping,Yes,Yes,0.12244897959183673,Credit Card,Quarterly
53,0.46153846153846156,Male,T-shirt,Clothing,0.0,Alaska,M,Green,Summer,0.040000000000000036,Yes,Credit Card,Free Shipping,Yes,Yes,0.510204081632653,Credit Card,Weekly
54,0.21153846153846156,Male,Skirt,Clothing,0.050000000000000044,Mississippi,S,Peach,Winter,0.56,Yes,Debit Card,Next Day Air,Yes,Yes,0.693877551020408,Credit Card,Weekly
55,0.5576923076923077,Male,Coat,Outerwear,0.925,New Mexico,M,Brown,Summer,0.6800000000000002,Yes,Bank Transfer,Next Day Air,Yes,Yes,0.693877551020408,Debit Card,Bi-Weekly
56,0.42307692307692313,Male,Jacket,Outerwear,0.10000000000000003,South Carolina,M,Lavender,Winter,0.20000000000000018,Yes,Venmo,2-Day Shipping,Yes,Yes,0.9795918367346937,Credit Card,Annually
57,0.4423076923076924,Male,Backpack,Accessories,0.6625000000000001,Mississippi,XL,Brown,Summer,0.8800000000000001,Yes,PayPal,Store Pickup,Yes,Yes,0.9183673469387754,Credit Card,Weekly
58,0.05769230769230771,Male,Coat,Outerwear,0.55,West Virginia,M,White,Summer,0.7600000000000002,Yes,PayPal,Store Pickup,Yes,Yes,0.32653061224489793,Debit Card,Fortnightly
59,0.980769230769231,Male,Hoodie,Clothing,0.42500000000000004,Missouri,M,Charcoal,Summer,0.6800000000000002,Yes,Credit Card,Free Shipping,Yes,Yes,0.5714285714285714,Venmo,Monthly
60,0.8653846153846155,Male,Belt,Accessories,0.7375,Louisiana,L,Yellow,Spring,0.8399999999999999,Yes,Debit Card,Standard,Yes,Yes,0.061224489795918366,Debit Card,Weekly
61,0.6153846153846154,Male,Sweater,Clothing,0.21250000000000002,Idaho,L,Brown,Summer,0.6000000000000001,Yes,Credit Card,Express,Yes,Yes,0.32653061224489793,Cash,Weekly
62,0.7115384615384616,Male,Scarf,Accessories,0.6000000000000001,Texas,M,Orange,Winter,0.8800000000000001,Yes,Bank Transfer,Store Pickup,Yes,Yes,0.4081632653061224,Credit Card,Every 3 Months
63,0.23076923076923084,Male,Sneakers,Footwear,0.012500000000000011,Mississippi,S,Magenta,Spring,0.52,Yes,Credit Card,Free Shipping,Yes,Yes,0.6122448979591836,Credit Card,Fortnightly
64,0.28846153846153855,Male,Sunglasses,Accessories,0.7375,Arizona,L,Lavender,Winter,0.08000000000000007,Yes,Credit Card,2-Day Shipping,Yes,Yes,0.8571428571428571,Credit Card,Weekly
65,0.9038461538461539,Male,Boots,Footwear,0.7875000000000001,Alabama,S,Green,Fall,0.9199999999999999,Yes,PayPal,Standard,Yes,Yes,0.346938775510204,Debit Card,Fortnightly
66,0.9038461538461539,Male,Backpack,Accessories,0.2,New Jersey,M,Purple,Spring,0.9199999999999999,Yes,Credit Card,2-Day Shipping,Yes,Yes,0.8775510204081631,Venmo,Every 3 Months
67,0.25,Male,Blouse,Clothing,0.925,Pennsylvania,S,Magenta,Winter,0.8800000000000001,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,0.04081632653061225,Venmo,Every 3 Months
68,0.5192307692307693,Male,Coat,Outerwear,0.16250000000000003,Connecticut,L,Gray,Winter,0.7600000000000002,Yes,PayPal,Store Pickup,Yes,Yes,0.9795918367346937,Debit Card,Monthly
69,0.7500000000000001,Male,Handbag,Accessories,0.32500000000000007,Utah,L,Silver,Summer,0.56,Yes,Credit Card,Next Day Air,Yes,Yes,0.4081632653061224,Cash,Every 3 Months
70,0.576923076923077,Male,Belt,Accessories,0.625,Tennessee,S,Cyan,Summer,0.7600000000000002,Yes,Credit Card,Express,Yes,Yes,0.08163265306122448,Cash,Weekly
71,0.07692307692307698,Male,Belt,Accessories,0.11250000000000004,Alabama,M,Magenta,Fall,0.6800000000000002,Yes,Credit Card,Express,Yes,Yes,0.6326530612244897,Debit Card,Every 3 Months
72,0.34615384615384615,Male,Dress,Clothing,0.3500000000000001,Virginia,L,Gold,Summer,0.15999999999999992,Yes,Debit Card,Express,Yes,Yes,0.673469387755102,Bank Transfer,Annually
73,0.0,Male,Dress,Clothing,0.07500000000000001,Georgia,M,Olive,Winter,0.15999999999999992,Yes,Debit Card,Store Pickup,Yes,Yes,0.4081632653061224,Bank Transfer,Every 3 Months
74,0.576923076923077,Male,Pants,Clothing,0.8125,Hawaii,M,Teal,Spring,0.08000000000000007,Yes,Debit Card,Free Shipping,Yes,Yes,0.8571428571428571,Bank Transfer,Bi-Weekly
75,0.5961538461538463,Male,Gloves,Accessories,0.4750000000000001,Indiana,L,Violet,Spring,0.8,Yes,PayPal,Express,Yes,Yes,0.04081632653061225,Cash,Monthly
76,0.8846153846153847,Male,Scarf,Accessories,0.8125,Utah,M,Blue,Summer,0.08000000000000007,Yes,Debit Card,Free Shipping,Yes,Yes,0.4081632653061224,Credit Card,Annually
77,0.6153846153846154,Male,Hat,Accessories,0.2875,Delaware,S,Teal,Summer,0.6800000000000002,Yes,Bank Transfer,Free Shipping,Yes,Yes,0.6326530612244897,Venmo,Monthly
78,0.07692307692307698,Male,Dress,Clothing,0.4125000000000001,Delaware,L,Gold,Summer,0.32000000000000006,Yes,Debit Card,Next Day Air,Yes,Yes,0.7142857142857142,Debit Card,Fortnightly
79,0.6153846153846154,Male,Skirt,Clothing,0.8875,Nebraska,M,Maroon,Spring,0.8800000000000001,Yes,Venmo,Free Shipping,Yes,Yes,1.0,Venmo,Fortnightly
80,0.3846153846153847,Male,Jacket,Outerwear,0.9500000000000002,Iowa,M,Olive,Winter,0.040000000000000036,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,0.8571428571428571,Bank Transfer,Every 3 Months
81,0.019230769230769273,Male,Sandals,Footwear,0.65,New York,XL,Blue,Summer,0.32000000000000006,Yes,Credit Card,Store Pickup,Yes,Yes,0.4693877551020408,Credit Card,Every 3 Months
82,0.9423076923076924,Male,Shoes,Footwear,0.9500000000000002,Virginia,L,Maroon,Summer,0.040000000000000036,Yes,PayPal,Express,Yes,Yes,0.7142857142857142,Credit Card,Every 3 Months
83,0.019230769230769273,Male,Pants,Clothing,0.10000000000000003,Georgia,S,Olive,Spring,0.6000000000000001,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,0.4081632653061224,Credit Card,Every 3 Months
84,0.34615384615384615,Male,Dress,Clothing,0.25,Texas,M,Turquoise,Summer,0.6399999999999999,Yes,Debit Card,Standard,Yes,Yes,0.673469387755102,Bank Transfer,Weekly
85,0.6538461538461539,Male,Coat,Outerwear,0.15000000000000002,Arizona,S,Peach,Spring,0.7600000000000002,Yes,Cash,Standard,Yes,Yes,0.836734693877551,Bank Transfer,Every 3 Months
86,0.6730769230769232,Male,Sunglasses,Accessories,0.9375,New Mexico,M,Charcoal,Winter,0.8,Yes,Credit Card,Next Day Air,Yes,Yes,0.02040816326530612,Debit Card,Bi-Weekly
87,0.11538461538461542,Male,Hoodie,Clothing,0.26250000000000007,Nevada,L,Pink,Spring,0.4800000000000002,Yes,Venmo,2-Day Shipping,Yes,Yes,0.9387755102040816,Cash,Bi-Weekly
88,0.6538461538461539,Male,Shoes,Footwear,0.4125000000000001,Ohio,M,Green,Fall,0.4800000000000002,Yes,Debit Card,2-Day Shipping,Yes,Yes,0.8775510204081631,Debit Card,Fortnightly
89,0.28846153846153855,Male,T-shirt,Clothing,0.3375,Wyoming,M,Orange,Fall,0.40000000000000013,Yes,Credit Card,Free Shipping,Yes,Yes,0.693877551020408,Credit Card,Monthly
90,0.5576923076923077,Male,Jacket,Outerwear,0.7875000000000001,California,XL,Pink,Fall,0.44000000000000017,Yes,Bank Transfer,Next Day Air,Yes,Yes,0.28571428571428564,Cash,Quarterly
91,0.13461538461538464,Male,Hat,Accessories,0.3500000000000001,South Carolina,L,Violet,Summer,0.15999999999999992,Yes,Venmo,Express,Yes,Yes,0.5714285714285714,Credit Card,Monthly
92,0.5000000000000001,Male,Scarf,Accessories,0.9875,South Carolina,S,Green,Winter,0.8399999999999999,Yes,PayPal,Standard,Yes,Yes,0.346938775510204,Credit Card,Every 3 Months
93,0.826923076923077,Male,Jacket,Outerwear,0.8375000000000001,Texas,M,Olive,Winter,0.7600000000000002,Yes,Cash,2-Day Shipping,Yes,Yes,0.24489795918367344,Venmo,Every 3 Months
94,0.3653846153846154,Male,Sweater,Clothing,0.525,Florida,M,Purple,Fall,0.8,Yes,PayPal,Standard,Yes,Yes,0.9183673469387754,Credit Card,Weekly
95,0.7692307692307693,Male,Skirt,Clothing,0.7000000000000001,Nevada,S,Silver,Spring,0.8399999999999999,Yes,Bank Transfer,Free Shipping,Yes,Yes,0.5510204081632653,Credit Card,Weekly
96,0.3653846153846154,Male,Sneakers,Footwear,1.0,Missouri,L,Pink,Fall,0.52,Yes,PayPal,Free Shipping,Yes,Yes,0.9591836734693877,PayPal,Monthly
97,0.2692307692307693,Male,Gloves,Accessories,0.6625000000000001,Delaware,S,Gold,Spring,0.44000000000000017,Yes,Venmo,Express,Yes,Yes,0.8571428571428571,Venmo,Every 3 Months
98,0.05769230769230771,Male,Shoes,Footwear,0.9000000000000001,Virginia,M,Teal,Winter,0.9199999999999999,Yes,PayPal,Store Pickup,Yes,Yes,0.7346938775510203,Cash,Annually
99,0.03846153846153849,Male,Jeans,Clothing,0.5875,New York,XL,Teal,Spring,0.040000000000000036,Yes,Cash,Next Day Air,Yes,Yes,0.38775510204081626,Bank Transfer,Annually
100,0.15384615384615385,Male,Hoodie,Clothing,0.25,Missouri,XL,Indigo,Summer,0.4800000000000002,Yes,Cash,Express,Yes,Yes,0.6530612244897959,Debit Card,Quarterly
101,0.8461538461538461,Male,Sunglasses,Accessories,0.9750000000000001,South Dakota,M,Maroon,Fall,0.08000000000000007,Yes,PayPal,Express,Yes,Yes,0.6122448979591836,Cash,Fortnightly
102,0.17307692307692313,Male,Coat,Outerwear,0.8125,North Dakota,XL,White,Spring,0.8399999999999999,Yes,Venmo,Express,Yes,Yes,1.0,Credit Card,Bi-Weekly
103,0.6346153846153847,Male,Socks,Clothing,0.5875,Oklahoma,L,Violet,Winter,0.9199999999999999,Yes,Credit Card,Next Day Air,Yes,Yes,0.693877551020408,Credit Card,Quarterly
104,0.6923076923076924,Male,Boots,Footwear,0.8625,West Virginia,L,Red,Winter,0.6000000000000001,Yes,Debit Card,Next Day Air,Yes,Yes,0.4285714285714285,Venmo,Bi-Weekly
105,0.7115384615384616,Male,Sunglasses,Accessories,0.050000000000000044,New Hampshire,L,Pink,Spring,0.7600000000000002,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,0.0,PayPal,Monthly
106,0.980769230769231,Male,Backpack,Accessories,0.9500000000000002,New York,M,Charcoal,Fall,0.44000000000000017,Yes,Bank Transfer,Next Day Air,Yes,Yes,0.061224489795918366,Bank Transfer,Annually
107,0.8846153846153847,Male,Jacket,Outerwear,0.1875,Minnesota,L,White,Summer,0.4800000000000002,Yes,Cash,Standard,Yes,Yes,0.6122448979591836,Credit Card,Monthly
108,0.1923076923076924,Male,Sneakers,Footwear,0.5875,Maryland,L,Olive,Winter,0.2400000000000002,Yes,Cash,Next Day Air,Yes,Yes,0.9183673469387754,PayPal,Fortnightly
109,1.0,Male,Socks,Clothing,0.7375,Montana,L,Purple,Spring,0.3600000000000001,Yes,Bank Transfer,Next Day Air,Yes,Yes,0.6326530612244897,Bank Transfer,Bi-Weekly
110,0.7692307692307693,Male,T-shirt,Clothing,0.8125,Alabama,M,Violet,Spring,0.040000000000000036,Yes,Cash,Next Day Air,Yes,Yes,0.8571428571428571,Bank Transfer,Fortnightly
111,0.730769230769231,Male,Backpack,Accessories,0.07500000000000001,New York,M,Black,Summer,0.6000000000000001,Yes,Bank Transfer,Standard,Yes,Yes,0.510204081632653,Venmo,Fortnightly
112,0.15384615384615385,Male,Belt,Accessories,0.6875,Massachusetts,L,Purple,Summer,1.0,Yes,PayPal,Free Shipping,Yes,Yes,0.16326530612244897,Credit Card,Annually
113,0.3653846153846154,Male,Gloves,Accessories,0.5625,Florida,M,Red,Spring,0.72,Yes,Credit Card,Free Shipping,Yes,Yes,0.5510204081632653,PayPal,Bi-Weekly
114,0.5000000000000001,Male,Hat,Accessories,0.42500000000000004,New Jersey,L,Maroon,Winter,0.2400000000000002,Yes,Debit Card,Next Day Air,Yes,Yes,0.38775510204081626,PayPal,Quarterly
115,1.0,Male,Coat,Outerwear,0.9375,Massachusetts,S,Blue,Summer,0.4800000000000002,Yes,Venmo,Store Pickup,Yes,Yes,0.16326530612244897,Cash,Weekly
116,0.6730769230769232,Male,Skirt,Clothing,0.925,Wyoming,M,Gray,Spring,0.52,Yes,Cash,Standard,Yes,Yes,0.9591836734693877,Debit Card,Every 3 Months
117,0.7115384615384616,Male,Shoes,Footwear,0.825,Virginia,S,Blue,Spring,0.3600000000000001,Yes,PayPal,Free Shipping,Yes,Yes,0.22448979591836735,Venmo,Annually
118,0.6153846153846154,Male,Sandals,Footwear,0.15000000000000002,South Dakota,L,Yellow,Summer,0.8399999999999999,Yes,Bank Transfer,Express,Yes,Yes,0.5714285714285714,Cash,Fortnightly
119,0.6153846153846154,Male,Sweater,Clothing,0.3125,Kentucky,L,Orange,Fall,0.9199999999999999,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,0.5306122448979591,Cash,Bi-Weekly
120,0.3846153846153847,Male,Coat,Outerwear,0.7000000000000001,Wyoming,M,Orange,Fall,0.72,Yes,Debit Card,Express,Yes,Yes,0.8775510204081631,Cash,Annually
121,0.8846153846153847,Male,Hat,Accessories,0.8,West Virginia,L,Red,Summer,0.6000000000000001,Yes,PayPal,Express,Yes,Yes,0.6326530612244897,Bank Transfer,Annually
122,0.019230769230769273,Male,Shorts,Clothing,0.65,Virginia,M,Olive,Winter,0.6800000000000002,Yes,Cash,Standard,Yes,Yes,0.2040816326530612,Cash,Fortnightly
123,0.42307692307692313,Male,Backpack,Accessories,0.25,Washington,L,Brown,Spring,0.9199999999999999,Yes,Credit Card,2-Day Shipping,Yes,Yes,0.8775510204081631,Cash,Fortnightly
124,0.7500000000000001,Male,Sweater,Clothing,0.8625,Louisiana,L,Brown,Fall,0.2400000000000002,Yes,Debit Card,Free Shipping,Yes,Yes,0.9183673469387754,Cash,Weekly
125,0.5000000000000001,Male,Sweater,Clothing,0.825,Nevada,M,Gray,Spring,0.2400000000000002,Yes,PayPal,Next Day Air,Yes,Yes,1.0,PayPal,Annually
126,0.5961538461538463,Male,Shorts,Clothing,0.42500000000000004,California,M,Indigo,Winter,0.44000000000000017,Yes,Cash,Next Day Air,Yes,Yes,0.8979591836734693,Venmo,Every 3 Months
127,0.48076923076923084,Male,Shorts,Clothing,0.2,Mississippi,L,Pink,Spring,0.56,Yes,Bank Transfer,Store Pickup,Yes,Yes,0.9591836734693877,Cash,Every 3 Months
128,0.11538461538461542,Male,Sweater,Clothing,0.8625,Mississippi,M,Gray,Winter,0.9199999999999999,Yes,Venmo,Next Day Air,Yes,Yes,0.510204081632653,Credit Card,Weekly
129,0.03846153846153849,Male,Scarf,Accessories,0.15000000000000002,California,M,Gold,Spring,0.8800000000000001,Yes,Venmo,Standard,Yes,Yes,0.4081632653061224,Credit Card,Fortnightly
130,0.11538461538461542,Male,Dress,Clothing,0.5875,Pennsylvania,XL,Olive,Summer,0.6800000000000002,Yes,Cash,2-Day Shipping,Yes,Yes,0.9795918367346937,PayPal,Bi-Weekly
131,0.5000000000000001,Male,Scarf,Accessories,0.23750000000000004,Kentucky,L,Violet,Fall,0.4800000000000002,Yes,Credit Card,Next Day Air,Yes,Yes,0.24489795918367344,PayPal,Fortnightly
132,0.1923076923076924,Male,Skirt,Clothing,0.11250000000000004,Maine,L,Indigo,Summer,0.56,Yes,PayPal,Standard,Yes,Yes,0.9183673469387754,Credit Card,Weekly
133,0.23076923076923084,Male,Backpack,Accessories,0.4750000000000001,New Mexico,M,Orange,Fall,0.8800000000000001,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,0.836734693877551,PayPal,Weekly
134,0.6538461538461539,Male,Sweater,Clothing,0.5625,Montana,M,Violet,Winter,0.0,Yes,Bank Transfer,Next Day Air,Yes,Yes,0.4897959183673469,Venmo,Annually
135,0.48076923076923084,Male,Hat,Accessories,0.925,Texas,L,Gray,Fall,0.9600000000000002,Yes,Credit Card,Store Pickup,Yes,Yes,0.4897959183673469,Cash,Monthly
136,0.48076923076923084,Male,Sandals,Footwear,0.7625,Kansas,M,Purple,Fall,0.6399999999999999,Yes,PayPal,Express,Yes,Yes,0.22448979591836735,PayPal,Quarterly
137,0.40384615384615385,Male,Blouse,Clothing,0.825,South Carolina,M,White,Winter,0.32000000000000006,Yes,Credit Card,Free Shipping,Yes,Yes,0.061224489795918366,Debit Card,Quarterly
138,0.9615384615384616,Male,Sneakers,Footwear,0.2875,Colorado,M,Turquoise,Spring,0.8800000000000001,Yes,Cash,Free Shipping,Yes,Yes,0.7551020408163265,PayPal,Weekly
139,0.9615384615384616,Male,Skirt,Clothing,0.11250000000000004,Georgia,M,Maroon,Winter,0.7600000000000002,Yes,Cash,Store Pickup,Yes,Yes,0.836734693877551,Bank Transfer,Weekly
